what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1296656727281
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1296656727281
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1296656727281
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1296656727281
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1296656727281
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1296656727281
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1296656727281
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1296656727281
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1296656727281
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1296656727281
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1296656727281
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1296656727281
os,sysinfo,,,"win32",1296656727281
arch,sysinfo,,,"x86",1296656727281
ws,sysinfo,,,"win32",1296656727281
locale,sysinfo,,,"fr_FR",1296656727281
processors,sysinfo,,,"2",1296656727281
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1296656727281
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1296656727281
java.specification.name,sysinfo,,,"Java Platform API Specification",1296656727281
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296656727281
java.specification.version,sysinfo,,,"1.6",1296656727281
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1296656727281
java.version,sysinfo,,,"1.6.0_22",1296656727281
java.vm.info,sysinfo,,,"mixed mode, sharing",1296656727281
