what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1296661612310
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296661613825
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1296661615747
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1296661619325
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1296661619622
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1296661619810
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1296661622341
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1296661648153
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661654058
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661662198
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661663042
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661663058
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661663136
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661729443
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296661731333
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296661736317
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296661742238
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296661745316
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296661746269
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296661746941
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661754706
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661788938
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661797468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661803140
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1296661805405
