what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296661928317
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662362045
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296662374357
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296662375654
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662388888
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662390294
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1296662394200
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662397935
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662400653
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1296662406106
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1296662409544
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1296662411497
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1296662413965
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1296662418043
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1296662422106
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296662453089
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662470604
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662479385
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1296662492447
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1296662509180
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1296662513352
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662516258
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296662561147
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296662653253
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1296662656362
