what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296500986747
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296500987808
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1296500988932
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296500993256
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296500997705
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296500997705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296500997877
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296501029003
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296501031469
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1296501046095
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296501047048
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1296501054853
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deletePreviousWord",1296501055461
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1296501056226
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296501059520
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296501060269
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1296501060269
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296501061627
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296501061627
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296501062579
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296501129561
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1296501131622
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296501139614
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296501141596
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296501143860
