what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296496801268
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496805128
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496819393
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496828720
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496828720
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496828845
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496905639
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496907201
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496907201
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296496907326
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497040633
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296497043757
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1296497049445
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497064835
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497064835
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497064928
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497096177
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497114004
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497130769
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497141769
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497160877
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1296497185657
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497193548
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497200844
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1296497201704
